0;0;0;0;land;false;unknown;0
1;187;181;234;land;false;plains;1
2;193;229;146;land;false;plains;1
3;246;179;147;land;false;plains;1
4;146;243;230;land;true;plains;1
5;159;221;194;land;false;plains;1
6;229;185;117;land;false;plains;1
7;240;53;254;land;false;plains;1
8;245;254;153;land;false;plains;1
9;170;181;236;land;true;plains;1
10;227;166;143;land;false;plains;1
11;192;170;213;land;false;plains;1
12;219;217;173;land;true;plains;1
13;247;187;211;land;false;plains;1
14;203;248;116;land;false;plains;1
15;148;251;153;land;false;plains;1
16;199;152;220;land;false;plains;1
17;142;252;180;land;false;plains;1
18;104;177;247;land;true;plains;1
19;200;197;118;land;false;plains;1
20;183;147;204;land;false;plains;1
21;117;181;254;land;false;plains;1
22;251;219;227;land;false;plains;1
23;229;137;246;land;false;plains;1
24;212;199;233;land;false;plains;1
25;108;248;234;land;false;plains;1
26;167;224;127;land;false;plains;1
27;99;212;196;land;true;plains;1
28;235;171;213;land;false;plains;1
29;229;110;226;land;false;plains;1
30;224;207;184;land;false;plains;1
31;202;181;154;land;false;plains;1
32;251;177;155;land;false;plains;1
33;207;160;149;land;true;plains;1
34;219;192;179;land;false;plains;1
35;177;218;200;land;false;plains;1
36;228;141;137;land;false;plains;1
37;239;189;135;land;true;plains;1
38;202;235;64;land;false;plains;1
39;189;212;209;land;false;plains;1
40;161;188;207;land;false;plains;1
41;181;225;240;land;false;plains;1
42;80;245;209;land;false;plains;1
43;232;122;242;land;false;plains;1
44;242;234;158;land;false;plains;1
45;148;161;245;land;false;plains;1
46;188;238;216;land;true;plains;1
47;147;182;182;land;false;plains;1
48;186;222;93;land;false;plains;1
49;55;244;228;land;false;plains;1
50;132;207;165;land;false;plains;1
51;157;198;162;land;false;plains;1
52;215;203;210;land;false;plains;1
53;248;241;74;land;true;plains;1
54;172;173;189;land;false;plains;1
55;254;237;250;land;false;plains;1
56;179;155;245;land;false;plains;1
57;254;254;236;land;true;plains;1
58;181;242;242;land;false;plains;1
59;210;197;122;land;false;plains;1
60;186;126;251;land;false;plains;1
61;62;238;251;land;false;plains;1
62;220;158;254;land;false;plains;1
63;228;195;199;land;false;plains;1
64;223;135;252;land;false;plains;1
65;252;171;93;land;false;plains;1
66;245;226;52;land;false;plains;1
67;250;108;156;land;false;plains;1
68;249;198;113;land;false;plains;1
69;77;252;194;land;true;plains;1
70;236;200;191;land;false;plains;1
71;229;135;230;land;false;plains;1
72;147;169;202;land;true;plains;1
73;182;142;219;land;false;plains;1
74;110;168;223;land;false;plains;1
75;186;140;215;land;false;plains;1
76;231;208;249;land;false;plains;1
77;200;148;166;land;false;plains;1
78;192;248;160;land;false;plains;1
79;216;200;190;land;false;plains;1
80;172;176;230;land;false;plains;1
81;246;195;163;land;false;plains;1
82;237;177;183;land;false;plains;1
83;218;230;140;land;false;plains;1
84;203;210;168;land;false;plains;1
85;244;204;187;land;false;plains;1
86;198;119;247;land;false;plains;1
87;190;112;200;land;false;plains;1
88;161;122;240;land;false;plains;1
89;186;233;142;land;true;plains;1
90;250;98;240;land;false;plains;1
91;218;142;237;land;false;plains;1
92;113;206;226;land;true;plains;1
93;222;154;254;land;false;plains;1
94;213;228;177;land;false;plains;1
95;253;220;214;land;false;plains;1
96;113;228;190;land;false;plains;1
97;203;149;160;land;false;plains;1
98;173;171;198;land;true;plains;1
99;74;237;225;land;false;plains;1
100;184;219;133;land;false;plains;1
101;220;228;231;land;false;plains;1
102;252;75;189;land;false;plains;1
103;221;132;182;land;false;plains;1
104;112;204;228;land;false;plains;1
105;226;242;70;land;false;plains;1
106;183;240;212;land;false;plains;1
107;200;206;97;land;true;plains;1
108;246;27;254;land;false;plains;1
109;254;223;84;land;false;plains;1
110;205;222;82;land;false;plains;1
111;231;141;148;land;false;plains;1
112;182;97;231;land;false;plains;1
113;164;218;224;land;false;plains;1
114;243;179;254;land;false;plains;1
115;111;243;233;land;false;plains;1
116;164;237;145;land;false;plains;1
117;226;26;251;land;false;plains;1
118;119;248;206;land;false;plains;1
119;240;186;108;land;false;plains;1
120;86;180;242;land;false;plains;1
121;156;238;191;land;false;plains;1
122;254;86;197;land;false;plains;1
123;185;238;227;land;false;plains;1
124;234;91;248;land;true;plains;1
125;176;249;172;land;false;plains;1
126;236;118;239;land;false;plains;1
127;140;244;234;land;false;plains;1
128;125;208;216;land;true;plains;1
129;142;235;169;land;false;plains;1
130;131;201;179;land;false;plains;1
131;104;183;242;land;false;plains;1
132;196;230;163;land;false;plains;1
133;253;245;200;land;false;plains;1
134;200;207;177;land;true;plains;1
135;203;193;125;land;false;plains;1
136;222;254;87;land;false;plains;1
137;240;203;232;land;false;plains;1
138;223;241;151;land;false;plains;1
139;188;171;145;land;false;plains;1
140;139;194;180;land;false;plains;1
141;243;50;225;land;false;plains;1
142;205;224;141;land;false;plains;1
143;154;112;241;land;false;plains;1
144;153;203;206;land;false;plains;1
145;174;148;245;land;true;plains;1
146;117;234;231;land;false;plains;1
147;80;237;189;land;false;plains;1
148;249;252;220;land;false;plains;1
149;163;205;215;land;false;plains;1
150;205;213;113;land;false;plains;1
151;231;206;76;land;false;plains;1
152;235;232;148;land;false;plains;1
153;213;169;222;land;false;plains;1
154;193;170;250;land;false;plains;1
155;190;157;187;land;false;plains;1
156;251;232;69;land;false;plains;1
157;249;132;252;land;true;plains;1
158;206;204;144;land;false;plains;1
159;210;161;161;land;false;plains;1
160;124;239;231;land;false;plains;1
161;212;248;252;land;false;plains;1
162;232;229;68;land;false;plains;1
163;239;235;208;land;false;plains;1
164;95;229;221;land;true;plains;1
165;232;171;130;land;false;plains;1
166;179;249;232;land;false;plains;1
167;221;237;137;land;false;plains;1
168;231;160;211;land;false;plains;1
169;155;207;159;land;false;plains;1
170;242;197;172;land;false;plains;1
171;119;223;215;land;false;plains;1
172;247;81;181;land;false;plains;1
173;171;239;98;land;true;plains;1
